TimeStamp,TOTAL_CASES,TOTAL_NEW_CASES,ACTIVE_CASES,NEW_ACTIVE_CASES,TOTAL_DISCHARGED,NEW_DISCHARGED,TOTAL_DEATHS,NEW_DEATHS
2022-02-08 21:24:44.112856,"11,402",4,95,1,"11,303",5,"11,402",4
2022-02-09 16:45:34.693158,"11,404",2,88,7,"11,312",9,"11,404",2
2022-02-10 23:07:24.586925,"11,410",6,51,37,"11,355",43,"11,410",6
2022-02-11 11:39:27.883199,"11,413",3,35,16,"11,374",19,"11,413",3
2022-02-12 13:56:49.112713,"11,417",4,28,7,"11,385",11,"11,417",4
