TimeStamp,TOTAL_CASES,TOTAL_NEW_CASES,ACTIVE_CASES,NEW_ACTIVE_CASES,TOTAL_DISCHARGED,NEW_DISCHARGED,TOTAL_DEATHS,NEW_DEATHS
2022-02-08 21:24:44.107869,"4,47,334",686,"14,924","2,488","4,27,689","3,168","4,47,334",686
2022-02-09 16:45:34.687174,"4,48,105",771,"12,358","2,566","4,31,019","3,330","4,48,105",771
2022-02-10 23:07:24.580941,"4,48,786",681,"10,230","2,128","4,33,824","2,805","4,48,786",681
2022-02-11 11:39:27.877217,"4,49,333",547,"8,512","1,718","4,36,082","2,258","4,49,333",547
