TimeStamp,TOTAL_CASES,TOTAL_NEW_CASES,ACTIVE_CASES,NEW_ACTIVE_CASES,TOTAL_DISCHARGED,NEW_DISCHARGED,TOTAL_DEATHS,NEW_DEATHS
2022-02-08 21:24:44.100888,"78,10,136","6,436","1,10,004","12,011","75,57,034","18,423","78,10,136","6,436"
2022-02-09 16:45:34.681190,"78,16,243","6,107","1,00,019","9,985","75,73,069","16,035","78,16,243","6,107"
