TimeStamp,TOTAL_CASES,TOTAL_NEW_CASES,ACTIVE_CASES,NEW_ACTIVE_CASES,TOTAL_DISCHARGED,NEW_DISCHARGED,TOTAL_DEATHS,NEW_DEATHS
2022-02-08 21:24:44.113855,"9,925",10,192,7,"9,604",17,"9,925",10
2022-02-09 16:45:34.693158,"9,943",18,178,14,"9,636",32,"9,943",18
2022-02-10 23:07:24.587925,"9,951",8,168,10,"9,654",18,"9,951",8
